total_value,asset_value,funds,risk,return,win_rate,trades,positions,date
41727,33596,8131,0.9918,1.0585,0.4943,14482,19,2020-07-07
41749,36767,4982,0.9948,1.0217,0.5419,14483,21,2020-07-08
42292,35558,6733,0.9996,1.0652,0.5896,14487,20,2020-07-09
42016,39099,2916,1,1,0.5841,14487,23,2020-07-10
42188,39375,2812,1,0.9609,0.5722,14489,24,2020-07-13
40987,39623,1364,0.9987,1,0.5416,14489,27,2020-07-14
42169,40243,1926,0.9992,1.0558,0.5735,14491,28,2020-07-15
41896,36568,5328,0.9991,0.9409,0.5913,14495,27,2020-07-16
42087,38536,3551,1,1.076,0.6293,14497,28,2020-07-17
42366,39088,3278,1,0.9994,0.6436,14502,26,2020-07-20
43060,37918,5142,1,1.0108,0.6627,14508,23,2020-07-21
43086,40698,2388,1,1.0181,0.7342,14509,25,2020-07-22
43178,40969,2209,1,1.054,0.7342,14512,25,2020-07-23
42361,40620,1742,1,0.944,0.6627,14514,26,2020-07-24
42497,41371,1126,1,1.005,0.6627,14515,28,2020-07-27
42879,37828,5051,0.9989,1.0193,0.6449,14523,23,2020-07-28
42843,39048,3795,0.9998,1.0023,0.6092,14525,24,2020-07-29
42876,37587,5290,1,1.0272,0.6147,14531,21,2020-07-30
42961,38494,4467,1,1.0036,0.6385,14534,21,2020-07-31
43260,36716,6544,1,1.005,0.6384,14541,17,2020-08-03
43460,37550,5910,1,1.0235,0.6027,14545,16,2020-08-04
43774,38223,5551,1,1.0205,0.6384,14549,15,2020-08-05
44024,39127,4897,1,1.0539,0.6027,14553,14,2020-08-06
44045,35568,8476,1,1.0361,0.648,14559,11,2020-08-07
44705,35392,9313,1,1.0422,0.6539,14563,10,2020-08-10
44707,35982,8724,1,1.0133,0.6253,14568,8,2020-08-11
44531,39177,5354,1,1.0051,0.6253,14569,10,2020-08-12
44815,40266,4548,1,1.0192,0.6611,14571,11,2020-08-13
44890,38723,6167,1,1.0109,0.6253,14575,10,2020-08-14
44984,40585,4399,1,1.0046,0.6432,14576,12,2020-08-17
45596,38704,6892,1,1.0113,0.6646,14581,10,2020-08-18
45447,41990,3457,1,0.9867,0.617,14582,12,2020-08-19
45139,43659,1480,0.9999,1,0.6373,14582,15,2020-08-20
45443,39158,6285,0.9999,1.013,0.6679,14588,12,2020-08-21
45924,38481,7443,1,1.015,0.675,14593,10,2020-08-24
46507,38871,7636,1,1.0227,0.6929,14597,9,2020-08-25
46443,41302,5141,1,1.0019,0.6929,14599,10,2020-08-26
46643,40808,5836,1,1.0595,0.7048,14602,10,2020-08-27
46430,42253,4177,1,1.0197,0.7226,14604,11,2020-08-28
46551,43378,3173,1,1.0125,0.7512,14606,12,2020-08-31
46067,44288,1780,1,0.9819,0.6798,14607,14,2020-09-01
46927,44858,2069,0.9993,0.9861,0.6441,14608,16,2020-09-02
47279,36422,10857,0.9989,1.0184,0.6718,14617,10,2020-09-03
46499,40127,6372,0.9983,0.9763,0.6004,14619,11,2020-09-04
45811,40738,5073,0.9971,0.9716,0.579,14621,12,2020-09-08
45796,41668,4128,0.9937,0.9511,0.579,14623,13,2020-09-09
46288,35064,11224,0.9905,0.983,0.5635,14628,11,2020-09-10
46115,34588,11527,0.9881,0.9943,0.4921,14632,10,2020-09-11
46669,35654,11015,0.9887,1.0414,0.5206,14634,11,2020-09-14
47207,34838,12368,0.9904,1.017,0.5206,14638,10,2020-09-15
47370,37974,9396,0.9937,1.0392,0.5563,14640,11,2020-09-16
46991,42509,4483,0.9955,1,0.5247,14640,14,2020-09-17
46601,43563,3038,0.9975,1.0219,0.5247,14641,16,2020-09-18
45282,41931,3352,0.9973,0.9713,0.4532,14642,18,2020-09-21
44960,41424,3536,0.993,0.8809,0.4532,14643,20,2020-09-22
45546,38920,6626,0.9867,0.964,0.4532,14645,21,2020-09-23
44701,36183,8518,0.9805,0.9746,0.4135,14648,21,2020-09-24
44612,32507,12105,0.9767,0.9504,0.4278,14653,19,2020-09-25
45425,34227,11198,0.9733,0.9755,0.4207,14658,17,2020-09-28
45585,34328,11256,0.9723,1.0415,0.4921,14663,15,2020-09-29
45284,35472,9813,0.9733,1.0131,0.5112,14666,15,2020-09-30
45535,37522,8012,0.9717,0.9003,0.5588,14669,15,2020-10-01
44405,38128,6277,0.9682,0.9828,0.4874,14672,15,2020-10-02
46194,42701,3493,0.9642,1,0.4507,14672,18,2020-10-05
48008,38657,9351,0.9708,1.2218,0.4507,14676,17,2020-10-06
47789,42230,5560,0.978,1,0.4432,14676,20,2020-10-07
48227,43996,4231,0.9876,1.0803,0.4432,14677,22,2020-10-08
48707,43878,4829,0.9909,1.0228,0.5146,14679,23,2020-10-09
48448,45995,2453,0.9943,1,0.5514,14679,26,2020-10-12
48255,45962,2294,0.9929,0.9362,0.5514,14680,28,2020-10-13
48470,46630,1840,0.994,1.0966,0.599,14681,30,2020-10-14
47651,46044,1608,0.9937,0.9567,0.5847,14682,32,2020-10-15
48572,46321,2251,0.9958,1.0115,0.6038,14685,32,2020-10-16
48258,44755,3503,0.9965,1.051,0.6038,14687,33,2020-10-19
47942,45917,2025,0.9955,0.908,0.5561,14688,35,2020-10-20
47562,44040,3522,0.9941,1.001,0.5442,14692,34,2020-10-21
47252,41540,5712,0.9895,0.9556,0.5532,14700,29,2020-10-22
47798,38270,9529,0.9881,1.0022,0.5573,14711,21,2020-10-23
47558,38076,9482,0.9871,1.0125,0.5287,14716,19,2020-10-26
47640,37388,10253,0.9876,1.001,0.5251,14721,17,2020-10-27
46788,38419,8368,0.9872,0.9717,0.4656,14727,14,2020-10-28
46226,36601,9626,0.9859,0.9908,0.412,14731,13,2020-10-29
46559,34913,11646,0.9844,0.9915,0.4229,14734,13,2020-10-30
46649,37163,9486,0.9824,0.96,0.4229,14736,14,2020-11-02
47299,39928,7371,0.9811,1.0073,0.4229,14737,16,2020-11-03
46861,38705,8156,0.9801,1.005,0.4586,14739,17,2020-11-04
46857,37396,9461,0.9812,1.0184,0.4467,14743,16,2020-11-05
47679,38018,9662,0.9828,1.0266,0.4288,14747,15,2020-11-06
48884,40333,8551,0.9855,1.0379,0.5003,14749,16,2020-11-09
47719,35613,12106,0.9903,1.0808,0.5241,14755,13,2020-11-10
47917,38417,9500,0.9943,1.0053,0.5628,14758,13,2020-11-11
47717,42411,5306,0.9968,0.9899,0.5238,14759,15,2020-11-12
47479,44781,2698,0.9967,1,0.5184,14759,18,2020-11-13
48869,46158,2712,0.9949,0.9577,0.4898,14760,20,2020-11-16
48965,40718,8247,0.9933,0.9954,0.5315,14768,15,2020-11-17
49599,42676,6924,0.9917,0.9997,0.5493,14770,16,2020-11-18
48505,44896,3610,0.9916,1,0.5409,14770,19,2020-11-19
49015,44914,4101,0.993,1.0432,0.6124,14773,19,2020-11-20
49265,45547,3719,0.9932,0.9639,0.5767,14775,20,2020-11-23
50651,44812,5839,0.9956,1.064,0.5981,14780,18,2020-11-24
51281,43576,7705,1,1.1724,0.6159,14784,17,2020-11-25
50972,47792,3180,1,1,0.6064,14784,20,2020-11-27
50663,47293,3370,1,0.9971,0.5587,14787,20,2020-11-30
50454,46447,4007,1,1.0051,0.523,14790,20,2020-12-01
50034,45767,4267,1,1.0008,0.5111,14792,21,2020-12-02
50804,45413,5391,1,1.0059,0.5349,14795,21,2020-12-03
51203,46268,4935,1.0,0.9933,0.5332,14797,22,2020-12-04
51992,41121,10871,1,1.0499,0.6047,14806,16,2020-12-07
51770,45925,5845,1,1.0118,0.5868,14808,17,2020-12-08
52490,43448,9043,1,1.0206,0.5987,14814,14,2020-12-09
52004,48158,3846,1,1,0.6022,14814,17,2020-12-10
53070,44738,8333,1,1.027,0.588,14819,15,2020-12-11
53072,44130,8942,1,1.0126,0.6237,14823,14,2020-12-14
52102,48108,3994,1,0.9858,0.5665,14824,16,2020-12-15
52612,44601,8011,1,1.0087,0.5701,14829,14,2020-12-16
52777,45106,7670,0.9999,1.0016,0.5499,14832,14,2020-12-17
52711,45487,7225,1,1.0068,0.5975,14834,15,2020-12-18
50922,41133,9789,0.9992,0.9664,0.5856,14840,12,2020-12-21
53498,45614,7885,1,1.267,0.6213,14842,13,2020-12-22
53006,43130,9875,1,0.9578,0.5975,14848,10,2020-12-23
53568,41615,11952,1,1.0449,0.6154,14852,9,2020-12-24
53997,49308,4690,1,1,0.5879,14852,12,2020-12-28
53845,47393,6452,1,0.9936,0.5879,14854,13,2020-12-29
53619,48335,5285,1,1.0315,0.6117,14855,15,2020-12-30
54084,48788,5296,1,1.0263,0.6166,14858,15,2020-12-31
54760,45198,9562,1,1.0203,0.619,14864,12,2021-01-04
53520,45788,7732,1,0.988,0.5713,14867,12,2021-01-05
55821,48459,7362,1,1.1423,0.6428,14869,13,2021-01-06
57516,50315,7201,1,1.0586,0.6571,14872,13,2021-01-07
58278,49618,8660,1,1.0455,0.7047,14876,12,2021-01-08
58020,46791,11229,1,1.0544,0.7047,14883,8,2021-01-11
58530,47980,10550,1,1.0222,0.7404,14886,8,2021-01-12
59418,53483,5936,1,1.0575,0.7404,14888,9,2021-01-13
58877,57067,1810,1,1,0.7933,14888,12,2021-01-14
60287,54857,5431,1,1.0631,0.7873,14891,12,2021-01-15
61237,58199,3038,1,0.9646,0.7434,14892,14,2021-01-19
61296,58748,2548,1,1.1887,0.7791,14893,16,2021-01-20
60990,58180,2811,1,0.9955,0.7434,14897,15,2021-01-21
59414,57067,2347,1,1.0331,0.7672,14898,17,2021-01-22
59825,53680,6146,0.999,0.9424,0.7076,14904,14,2021-01-25
59677,54097,5580,0.9968,0.9578,0.6838,14907,14,2021-01-26
57785,49908,7877,0.9921,0.9623,0.6124,14913,11,2021-01-27
57858,50050,7808,0.9888,0.9822,0.5648,14916,11,2021-01-28
57743,48982,8761,0.9853,0.954,0.4934,14919,11,2021-01-29
58073,46015,12058,0.9827,0.9874,0.4457,14922,11,2021-02-01
58533,43677,14856,0.981,1.0059,0.4696,14925,11,2021-02-02
57869,49841,8028,0.9807,1,0.4317,14925,14,2021-02-03
58290,49050,9239,0.9803,0.9808,0.3788,14927,15,2021-02-04
59235,49024,10212,0.9835,1.1175,0.4026,14929,16,2021-02-05
59670,48618,11052,0.9866,0.9938,0.4264,14932,16,2021-02-08
60658,41952,18706,0.9927,1.0774,0.4264,14938,13,2021-02-09
60599,48495,12104,0.9974,1.0731,0.4621,14939,15,2021-02-10
60646,44616,16029,1,0.9401,0.4145,14945,12,2021-02-11
60509,48315,12194,1,1.0269,0.4859,14946,14,2021-02-12
60696,54319,6378,0.9989,1,0.5206,14946,17,2021-02-16
60240,52570,7670,1,1.0156,0.5563,14948,18,2021-02-17
59700,56282,3417,1,1,0.5723,14948,21,2021-02-18
59689,53217,6471,1,0.9914,0.608,14952,20,2021-02-19
60114,52960,7154,0.9995,0.9949,0.6199,14956,19,2021-02-22
59318,55131,4187,1,1.1074,0.6199,14957,21,2021-02-23
59760,53135,6626,1,0.9842,0.6292,14962,19,2021-02-24
61478,50180,11298,1,1.0564,0.6828,14970,14,2021-02-25
59874,54733,5141,0.9993,0.9392,0.6114,14972,15,2021-02-26
61905,56778,5127,1,1.0719,0.6352,14975,15,2021-03-01
62192,56137,6055,1,1.0685,0.6173,14979,14,2021-03-02
62066,58714,3351,1,0.9327,0.5459,14980,16,2021-03-03
61566,55012,6554,0.9999,0.9957,0.5578,14984,15,2021-03-04
61057,55150,5908,0.9968,0.9813,0.4864,14985,17,2021-03-05
61907,51123,10784,0.9963,1.0058,0.4802,14990,15,2021-03-08
62440,51977,10463,0.9963,1.0147,0.4683,14993,15,2021-03-09
62725,54360,8365,0.9996,1.0799,0.5,14994,17,2021-03-10
63171,56836,6336,1,1.0111,0.5,14996,18,2021-03-11
63120,53915,9206,1,1.066,0.5357,15000,17,2021-03-12
63856,47776,16081,1,1.0487,0.5278,15009,11,2021-03-15
63648,54664,8985,1,1.0259,0.5563,15010,13,2021-03-16
62798,58632,4165,1,1,0.5425,15010,16,2021-03-17
63439,58058,5381,0.9988,0.9382,0.5901,15013,16,2021-03-18
62149,59052,3096,0.9971,1.0116,0.6139,15014,18,2021-03-19
62273,57480,4793,0.9943,0.9665,0.5842,15017,18,2021-03-22
60988,57460,3528,0.9915,0.9402,0.5842,15019,19,2021-03-23
59936,50604,9332,0.9866,0.9496,0.5485,15023,18,2021-03-24
58773,44236,14537,0.9815,0.9608,0.5485,15029,15,2021-03-25
60669,44716,15953,0.978,0.9869,0.5403,15036,11,2021-03-26
61196,42467,18729,0.9762,0.999,0.5522,15042,8,2021-03-29
61329,46667,14662,0.9764,1.0209,0.5522,15044,9,2021-03-30
61450,51810,9640,0.9781,1.0311,0.5879,15045,11,2021-03-31
61136,56745,4390,0.9799,1,0.5585,15045,14,2021-04-01
61640,59311,2329,0.9809,1,0.5349,15045,17,2021-04-05
61519,55693,5826,0.9816,1.0219,0.5206,15050,15,2021-04-06
61583,55153,6430,0.9831,1.022,0.5523,15052,16,2021-04-07
61284,53005,8279,0.9844,0.9967,0.5285,15055,16,2021-04-08
61418,52495,8923,0.985,0.9984,0.4928,15059,15,2021-04-09
61766,52183,9583,0.9847,0.9967,0.4928,15062,15,2021-04-12
61767,52089,9678,0.9846,1.0022,0.5166,15065,15,2021-04-13
61659,51155,10504,0.9843,0.9927,0.5344,15069,14,2021-04-14
62178,46329,15849,0.9843,1.0045,0.5821,15075,11,2021-04-15
62739,41004,21735,0.9849,1.0198,0.6331,15082,7,2021-04-16
62810,47405,15405,0.9856,0.9962,0.6331,15084,8,2021-04-19
62540,56630,5911,0.9861,1,0.6069,15084,11,2021-04-20
62607,46470,16138,0.9864,1.0122,0.595,15090,8,2021-04-21
62925,52573,10352,0.9874,1.0185,0.6244,15091,10,2021-04-22
62925,53281,9644,0.9885,1.0041,0.6202,15093,11,2021-04-23
62977,55282,7695,0.9904,1.034,0.5988,15095,12,2021-04-26
62731,58839,3892,0.9917,1,0.5701,15095,15,2021-04-27
62935,56747,6188,0.9937,1.0272,0.5701,15098,15,2021-04-28
63056,54594,8462,0.9947,1.0021,0.5582,15101,15,2021-04-29
63332,46932,16400,0.9958,1.0036,0.565,15108,11,2021-04-30
63763,53373,10390,0.9964,1.0127,0.6127,15109,13,2021-05-03
63691,52151,11540,0.9974,1.0163,0.6662,15114,11,2021-05-04
63552,57371,6180,0.9983,0.998,0.6186,15115,13,2021-05-05
63211,56150,7061,0.9986,0.9944,0.571,15118,13,2021-05-06
63494,55799,7695,0.9992,1.0258,0.6067,15121,13,2021-05-07
63976,51057,12918,0.9997,0.9927,0.5972,15125,12,2021-05-10
64149,51979,12170,1,1.0023,0.5853,15128,12,2021-05-11
63636,56844,6792,0.9997,0.9969,0.5139,15129,14,2021-05-12
62765,56352,6413,0.9988,0.9737,0.4781,15131,15,2021-05-13
64143,56481,7662,0.9983,1.0125,0.49,15134,15,2021-05-14
64098,59743,4355,0.9978,1,0.4823,15134,18,2021-05-17
63946,58859,5087,0.9979,0.9907,0.4942,15136,19,2021-05-18
63203,54990,8212,0.997,0.983,0.4704,15139,19,2021-05-19
63342,50965,12377,0.9957,0.9858,0.4517,15145,16,2021-05-20
63775,52056,11719,0.9945,0.9954,0.3945,15150,14,2021-05-21
63622,52280,11343,0.9945,1.0206,0.3945,15152,15,2021-05-24
63518,48576,14942,0.9949,0.9937,0.3945,15156,14,2021-05-25
63129,50102,13028,0.9954,1.0026,0.4064,15158,15,2021-05-26
63487,41516,21971,0.995,0.9924,0.3758,15165,11,2021-05-27
63358,42099,21258,0.9949,0.9993,0.3877,15168,11,2021-05-28
63298,50121,13178,0.9946,1,0.3678,15168,14,2021-06-01
62800,54319,8481,0.9946,1,0.3941,15168,17,2021-06-02
62744,51528,11216,0.9942,0.9906,0.3941,15171,17,2021-06-03
63336,46835,16501,0.9937,0.9947,0.3822,15175,16,2021-06-04
63521,46484,17037,0.9936,1.011,0.4007,15179,15,2021-06-07
63334,45046,18287,0.9948,1.0297,0.4364,15182,15,2021-06-08
63908,50716,13192,0.9961,0.9994,0.4364,15183,17,2021-06-09
64206,52469,11737,0.9982,1.0339,0.4603,15185,18,2021-06-10
63970,53614,10357,0.9997,1.0106,0.4698,15188,18,2021-06-11
64298,52185,12113,1,1.0656,0.446,15191,18,2021-06-14
63728,51944,11785,1,0.9764,0.446,15194,18,2021-06-15
63531,52141,11390,1,0.9812,0.4103,15197,18,2021-06-16
63058,49766,13292,0.9975,0.9674,0.3694,15201,17,2021-06-17
61538,47322,14216,0.9938,0.9439,0.3456,15204,17,2021-06-18
61385,44712,16673,0.9887,0.9387,0.3179,15208,16,2021-06-21
61862,43798,18064,0.985,1.0082,0.3631,15211,16,2021-06-22
62078,36990,25088,0.9824,0.9773,0.3733,15218,12,2021-06-23
62102,35256,26846,0.9817,0.9914,0.3804,15223,10,2021-06-24
62128,41512,20616,0.9811,1.0152,0.3983,15225,11,2021-06-25
62325,39335,22991,0.9811,0.9939,0.3447,15229,10,2021-06-28
62465,40815,21650,0.9814,0.9985,0.3447,15231,11,2021-06-29
62483,44715,17768,0.9812,1.0031,0.3804,15232,13,2021-06-30
62608,51206,11402,0.9813,1,0.3838,15232,16,2021-07-01
62902,46360,16542,0.9824,1.0298,0.3933,15237,14,2021-07-02
63040,52728,10312,0.9834,1,0.4214,15237,17,2021-07-06
62924,52513,10412,0.9853,1.0284,0.4929,15240,17,2021-07-07
62475,56992,5483,0.9862,1,0.5281,15240,20,2021-07-08
63129,58781,4348,0.9874,1.0059,0.5757,15241,22,2021-07-09
63255,58165,5090,0.9874,0.9954,0.6233,15244,22,2021-07-12
62982,59302,3680,0.9877,1.0065,0.5876,15246,23,2021-07-13
62694,59103,3592,0.9814,0.8168,0.5774,15247,24,2021-07-14
62441,56550,5892,0.9747,0.9806,0.5583,15250,24,2021-07-15
62453,53563,8890,0.9669,0.9777,0.5048,15254,23,2021-07-16
62098,52921,9177,0.9653,0.9949,0.5226,15258,22,2021-07-19
62171,53446,8725,0.9649,1.0164,0.5702,15261,22,2021-07-20
62714,47944,14770,0.9658,1.0141,0.5544,15270,16,2021-07-21
62118,50097,12021,0.9675,1.0205,0.5808,15274,15,2021-07-22
62333,48333,14000,0.9692,1.0169,0.5808,15279,13,2021-07-23
62857,50587,12270,0.9703,0.9979,0.6003,15282,13,2021-07-26
62954,56451,6503,0.9708,1,0.5717,15282,16,2021-07-27
63170,56824,6347,0.9712,1.0137,0.608,15283,18,2021-07-28
63074,56233,6841,0.9721,1.0129,0.5841,15286,18,2021-07-29
62926,55572,7354,0.9731,1.0029,0.5841,15289,18,2021-07-30
63254,57443,5811,0.9744,1.0234,0.6199,15290,20,2021-08-02
63208,55923,7286,0.9758,1.0171,0.6734,15294,19,2021-08-03
63586,59079,4507,0.978,1.0267,0.7211,15296,20,2021-08-04
63575,58582,4993,0.9799,1.0124,0.7508,15299,20,2021-08-05
63744,58469,5274,0.981,0.9962,0.758,15304,18,2021-08-06
63579,58023,5557,0.9816,1.0091,0.7461,15308,17,2021-08-09
63302,61543,1759,0.9818,1,0.7438,15308,20,2021-08-10
63520,61707,1814,0.9803,0.9456,0.6902,15309,22,2021-08-11
63608,59887,3721,0.9793,1.0267,0.6688,15311,22,2021-08-12
63629,59262,4367,0.9782,0.9943,0.6747,15315,21,2021-08-13
63646,59528,4119,0.9791,1.0043,0.6795,15318,21,2021-08-16
63581,55208,8373,0.9791,1.0026,0.6591,15325,17,2021-08-17
63556,55164,8392,0.9803,1.0292,0.6829,15330,15,2021-08-18
62837,55664,7173,0.9802,0.965,0.6353,15333,15,2021-08-19
63391,56780,6611,0.9795,0.9853,0.5876,15336,15,2021-08-20
64053,53135,10918,0.9781,1.0074,0.5912,15341,13,2021-08-23
63898,52083,11815,0.9783,1.0141,0.5734,15345,12,2021-08-24
63671,58138,5534,0.979,1,0.5667,15345,15,2021-08-25
63764,59751,4012,0.9815,1.0609,0.5953,15346,17,2021-08-26
63804,57496,6308,0.9834,0.9972,0.5834,15349,17,2021-08-27
63873,50898,12975,0.9857,1.0109,0.5926,15357,12,2021-08-30
64039,51807,12232,0.9859,0.9989,0.6164,15360,12,2021-08-31
64224,54992,9232,0.9867,1.0144,0.6521,15362,13,2021-09-01
64774,59746,5028,0.9876,1.0143,0.67,15363,15,2021-09-02
65020,56198,8821,0.9895,1.0273,0.6938,15369,12,2021-09-03
64769,58187,6582,0.9911,1.0078,0.6785,15371,13,2021-09-07
64394,60174,4220,0.9926,1.0083,0.6785,15372,15,2021-09-08
64788,61064,3724,0.9933,1.0052,0.7142,15374,16,2021-09-09
65162,59411,5750,0.994,1.0092,0.7475,15379,14,2021-09-10
64332,59789,4543,0.9952,1.0214,0.7618,15381,15,2021-09-13
63841,59042,4799,0.9955,0.9788,0.732,15384,15,2021-09-14
63545,57404,6141,0.9946,0.9724,0.6911,15388,14,2021-09-15
63630,55368,8262,0.993,1.0014,0.6768,15393,12,2021-09-16
62900,53853,9047,0.9918,0.9909,0.6708,15397,11,2021-09-17
61438,56967,4471,0.9833,0.7631,0.6083,15398,13,2021-09-20
61764,48384,13381,0.9741,0.983,0.5845,15404,10,2021-09-21
61460,51805,9655,0.9648,0.9873,0.5131,15406,11,2021-09-22
61723,49323,12400,0.9649,1.0307,0.5131,15409,11,2021-09-23
62021,45496,16525,0.965,0.9856,0.4595,15413,10,2021-09-24
62462,45864,16598,0.9654,0.9945,0.4476,15416,10,2021-09-27
62250,48340,13910,0.968,1.1006,0.4119,15418,11,2021-09-28
62238,53592,8646,0.9711,1,0.4056,15418,14,2021-09-29
61698,51060,10638,0.9731,0.9586,0.3485,15420,15,2021-09-30
60611,53424,7187,0.9717,1,0.3019,15420,18,2021-10-01
60415,49284,11131,0.9657,0.8675,0.2781,15422,19,2021-10-04
60202,39137,21065,0.9599,0.9626,0.2781,15427,17,2021-10-05
59979,43117,16861,0.9552,1.0331,0.2924,15428,19,2021-10-06
60545,42049,18496,0.9553,1.0054,0.3222,15431,19,2021-10-07
60614,47091,13523,0.9566,1,0.3452,15431,22,2021-10-08
60610,51236,9374,0.9567,1,0.3698,15431,25,2021-10-11
60306,51704,8602,0.9565,0.9918,0.3698,15432,27,2021-10-12
60357,51296,9061,0.957,1.0237,0.3698,15434,28,2021-10-13
60959,53195,7764,0.9554,0.9391,0.352,15435,30,2021-10-14
61850,53273,8577,0.9554,1.0368,0.3996,15437,31,2021-10-15
61296,53207,8089,0.9572,1.0764,0.4353,15439,32,2021-10-18
61481,50344,11137,0.9607,0.9932,0.4416,15445,29,2021-10-19
61465,52354,9111,0.964,1.0313,0.4892,15448,29,2021-10-20
61682,53736,7947,0.9644,0.988,0.4881,15451,29,2021-10-21
62022,54595,7427,0.964,0.9687,0.512,15454,29,2021-10-22
62315,55619,6696,0.9641,1.0477,0.5834,15457,29,2021-10-25
62648,57547,5101,0.9686,1.1206,0.5834,15459,30,2021-10-26
62347,57490,4857,0.9756,1.05,0.6072,15462,30,2021-10-27
61685,58993,2693,0.984,1.0916,0.6556,15463,32,2021-10-28
61879,59405,2474,0.9894,1.0238,0.7024,15466,32,2021-10-29
61464,55250,6214,0.9918,0.9575,0.7262,15475,26,2021-11-01
61473,57561,3912,0.9915,1.0106,0.6786,15478,26,2021-11-02
62134,59102,3032,0.9901,0.991,0.7024,15481,26,2021-11-03
62777,58947,3830,0.9941,1.1186,0.6845,15485,25,2021-11-04
62717,54681,8036,0.9985,1.0265,0.6766,15494,19,2021-11-05
62553,58084,4469,1,1.0003,0.6766,15496,20,2021-11-08
62425,57151,5274,1,0.99,0.6468,15500,19,2021-11-09
62625,53790,8835,1,1.0165,0.6587,15506,16,2021-11-10
62308,57501,4807,1,1.003,0.6706,15508,17,2021-11-11
62438,53148,9290,1,1.0163,0.6468,15514,14,2021-11-12
63295,56656,6638,1,1.0175,0.6468,15517,14,2021-11-15
63322,54103,9219,1,1.0627,0.6468,15521,13,2021-11-16
63393,53625,9768,1,0.9839,0.6111,15525,12,2021-11-17
63396,55982,7414,1,0.9854,0.5397,15527,13,2021-11-18
62973,45293,17680,0.9987,0.991,0.5465,15534,9,2021-11-19
62765,52176,10589,0.9973,0.9827,0.5227,15535,11,2021-11-22
63564,49635,13928,0.9971,1.0213,0.5703,15538,11,2021-11-23
63821,51416,12405,0.9974,1.0038,0.5643,15541,11,2021-11-24
63452,55364,8088,0.9996,1.0424,0.5723,15542,13,2021-11-26
63731,58241,5490,1,0.9762,0.5366,15543,15,2021-11-29
63535,54286,9249,1,1.0224,0.5901,15547,14,2021-11-30
63511,56812,6698,0.999,0.9721,0.5901,15549,15,2021-12-01
62648,48913,13736,0.9988,0.9981,0.5663,15555,12,2021-12-02
63792,53502,10291,0.9982,1.0122,0.5901,15557,13,2021-12-03
63512,52645,10867,0.9989,1.0108,0.5544,15561,12,2021-12-06
63871,56342,7529,0.9982,0.9575,0.5187,15563,13,2021-12-07
64897,44909,19988,0.9981,1.0288,0.5442,15570,9,2021-12-08
64687,52114,12574,0.998,1.0083,0.5799,15572,10,2021-12-09
64823,56081,8743,0.9992,1.0011,0.585,15574,11,2021-12-10
65198,57615,7582,0.9997,1.0046,0.6207,15576,12,2021-12-13
63976,59463,4513,1,1.0147,0.6207,15577,14,2021-12-14
64267,61785,2482,1,1,0.6175,15577,17,2021-12-15
65061,61290,3770,1,1.0311,0.6175,15579,18,2021-12-16
63864,55325,8539,0.9994,0.95,0.6175,15582,18,2021-12-17
62488,58898,3590,0.9987,1,0.5901,15582,21,2021-12-20
63262,52686,10576,0.9964,0.98,0.585,15589,17,2021-12-21
63513,56684,6829,0.9953,0.987,0.591,15593,16,2021-12-22
63870,51915,11955,0.9939,0.9927,0.5553,15599,13,2021-12-23
64089,51398,12691,0.9939,1.0187,0.591,15602,13,2021-12-27
64934,49286,15648,0.9956,1.04,0.6267,15608,10,2021-12-28
65066,52774,12291,0.9982,1.0202,0.6369,15611,10,2021-12-29
65458,52386,13072,1,1.0187,0.6726,15615,9,2021-12-30
65038,60500,4538,1,1,0.685,15615,12,2021-12-31
65042,59234,5808,1,1.0044,0.6969,15618,12,2022-01-03
65102,61542,3559,0.9981,0.9398,0.6254,15619,14,2022-01-04
64647,61052,3595,0.9934,0.916,0.6168,15621,15,2022-01-05
63544,61709,1835,0.9884,1,0.5894,15621,18,2022-01-06
63724,58571,5153,0.9864,1.0244,0.6252,15623,19,2022-01-07
62415,58118,4297,0.9863,0.9722,0.581,15627,18,2022-01-10
62636,50662,11974,0.9848,0.9576,0.5623,15633,15,2022-01-11
62987,56324,6663,0.9825,1.0011,0.6159,15634,17,2022-01-12
63172,48936,14236,0.9811,1.0016,0.6159,15642,12,2022-01-13
63241,52681,10560,0.9811,0.9958,0.5802,15644,13,2022-01-14
63260,45392,17868,0.9811,1.0044,0.5394,15651,9,2022-01-18
62897,45973,16925,0.981,0.9947,0.4858,15655,8,2022-01-19
61609,48255,13354,0.9807,0.9934,0.4144,15657,9,2022-01-20
60589,52607,7981,0.9803,1,0.3959,15657,12,2022-01-21
59422,41175,18247,0.9773,0.9163,0.3662,15661,11,2022-01-24
59147,37805,21342,0.973,0.9584,0.3662,15664,11,2022-01-25
59432,37374,22058,0.968,0.978,0.3662,15668,10,2022-01-26
59062,36009,23053,0.9638,0.9408,0.3221,15671,10,2022-01-27
58448,32796,25652,0.9608,0.9938,0.3043,15675,9,2022-01-28
58621,33759,24863,0.9581,0.9858,0.3519,15678,9,2022-01-31
58663,42125,16538,0.9575,1,0.3651,15678,12,2022-02-01
59246,32324,26921,0.9577,1.0226,0.3549,15685,8,2022-02-02
59300,33981,25319,0.9587,1.0061,0.3668,15688,8,2022-02-03
58822,41803,17019,0.9597,1,0.3573,15688,11,2022-02-04
59226,47573,11653,0.9599,1,0.3522,15688,14,2022-02-07
59171,48125,11046,0.9607,1.0248,0.4058,15689,16,2022-02-08
