total_value,asset_value,funds,risk,return,win_rate,trades,positions,date
18655,11724,6931,0.7975,0.9876,0.597,5496,10,2008-06-13
18810,11676,7134,0.7952,1.0008,0.597,5500,9,2008-06-16
19005,14690,4315,0.7957,1.0273,0.6595,5501,11,2008-06-17
19124,13352,5771,0.7976,1.03,0.6476,5507,8,2008-06-18
19033,14980,4054,0.8011,1.0479,0.6714,5509,9,2008-06-19
18789,16085,2705,0.8037,1,0.6479,5509,11,2008-06-20
18935,17245,1691,0.8055,1.0088,0.6717,5510,13,2008-06-23
18638,14866,3772,0.8037,0.9382,0.6181,5514,12,2008-06-24
18702,15738,2964,0.8012,0.9768,0.5467,5516,13,2008-06-25
18716,15691,3025,0.8015,1.0961,0.5467,5518,14,2008-06-26
18351,12787,5564,0.8025,0.9563,0.5229,5521,13,2008-06-27
18343,14279,4063,0.8027,0.9538,0.4753,5522,15,2008-06-30
18209,11996,6214,0.7971,0.9255,0.4932,5526,13,2008-07-01
18352,10229,8122,0.7927,0.993,0.5075,5531,10,2008-07-02
18001,10016,7985,0.7878,0.9376,0.4789,5534,9,2008-07-03
17973,10934,7038,0.7835,0.9438,0.4432,5536,9,2008-07-07
17817,10786,7031,0.7788,0.9794,0.3718,5538,9,2008-07-08
18001,10373,7628,0.7752,0.9703,0.348,5540,9,2008-07-09
18021,11740,6281,0.7738,1.0081,0.348,5541,11,2008-07-10
17883,10453,7430,0.7738,1.0246,0.3714,5544,11,2008-07-11
17864,12522,5342,0.7749,1,0.3265,5544,14,2008-07-14
17637,11498,6139,0.7743,0.9556,0.3087,5547,14,2008-07-15
17747,12443,5304,0.7694,0.9014,0.3087,5548,16,2008-07-16
18038,13048,4990,0.7645,0.9989,0.2372,5549,18,2008-07-17
18138,13641,4498,0.7605,0.9819,0.2372,5550,20,2008-07-18
18237,12482,5756,0.7605,1.0209,0.2849,5553,20,2008-07-21
17994,12596,5398,0.761,1.0108,0.3384,5554,22,2008-07-22
18422,14357,4065,0.762,1,0.3483,5554,25,2008-07-23
18683,15177,3506,0.7629,1.015,0.4198,5555,27,2008-07-24
18265,15845,2420,0.7634,1,0.4497,5555,30,2008-07-25
18156,16541,1616,0.7639,1,0.4819,5555,33,2008-07-28
17906,16643,1263,0.7596,0.8747,0.4461,5556,35,2008-07-29
18553,17249,1304,0.7584,1.0883,0.4461,5557,37,2008-07-30
18353,16227,2126,0.7618,1.1404,0.4461,5559,38,2008-07-31
18388,16440,1948,0.7669,0.9306,0.4196,5561,39,2008-08-01
18305,16064,2242,0.7675,0.9459,0.4553,5565,38,2008-08-04
18423,15742,2681,0.7625,0.9776,0.4982,5570,36,2008-08-05
18830,16598,2232,0.7636,1.1094,0.5696,5572,37,2008-08-06
18734,16628,2106,0.7657,0.9781,0.6172,5575,37,2008-08-07
18496,16623,1873,0.7675,0.9668,0.5696,5579,36,2008-08-08
19096,17200,1896,0.7681,1.0719,0.5458,5582,36,2008-08-11
19252,16660,2592,0.7719,1.0771,0.5931,5587,34,2008-08-12
19022,17048,1974,0.7774,1.022,0.5573,5589,35,2008-08-13
18804,16870,1934,0.7801,0.9815,0.5512,5592,35,2008-08-14
19167,17915,1252,0.7798,0.9866,0.519,5593,37,2008-08-15
19320,17071,2249,0.7808,1.0628,0.5905,5599,34,2008-08-18
18933,17155,1778,0.7844,1.0619,0.5548,5601,35,2008-08-19
18776,17257,1519,0.7878,0.9775,0.4833,5603,36,2008-08-20
18481,16848,1633,0.7879,0.9655,0.4833,5605,37,2008-08-21
18800,13385,5415,0.7859,0.9961,0.4801,5616,28,2008-08-22
18791,12492,6300,0.7848,1.0053,0.4658,5621,25,2008-08-25
18622,12304,6318,0.7852,1.01,0.4301,5625,23,2008-08-26
18626,11011,7615,0.7873,1.0503,0.4335,5632,18,2008-08-27
18745,9510,9235,0.7898,1.0149,0.4781,5640,12,2008-08-28
18651,12395,6256,0.7918,0.9963,0.4662,5642,13,2008-08-29
18588,13630,4959,0.7917,0.9858,0.3948,5644,14,2008-09-02
18362,11287,7076,0.7912,1.0013,0.3769,5648,12,2008-09-03
18168,10250,7918,0.7873,0.8997,0.3769,5651,11,2008-09-04
17856,12254,5602,0.784,1,0.4039,5651,14,2008-09-05
18362,13769,4593,0.7781,0.9283,0.3324,5652,16,2008-09-08
18557,14478,4079,0.7773,1.0474,0.3682,5653,18,2008-09-09
18305,15026,3280,0.7754,0.9691,0.3682,5654,20,2008-09-10
18080,14470,3610,0.7743,0.9505,0.3682,5656,21,2008-09-11
18312,15691,2622,0.7716,1,0.362,5656,24,2008-09-12
17826,13430,4397,0.7681,0.9467,0.3334,5661,22,2008-09-15
17703,13273,4430,0.7651,0.9633,0.2977,5664,22,2008-09-16
17915,14109,3806,0.7611,0.975,0.2467,5665,24,2008-09-17
17567,12552,5016,0.7564,0.9234,0.202,5669,23,2008-09-18
18248,13130,5118,0.7553,1.0669,0.2377,5671,24,2008-09-19
17878,12841,5037,0.7536,0.9605,0.2377,5673,25,2008-09-22
17385,10803,6582,0.7531,0.9577,0.2342,5678,23,2008-09-23
17242,9411,7831,0.7489,0.9595,0.2104,5683,21,2008-09-24
17174,9725,7449,0.7447,0.957,0.1834,5685,22,2008-09-25
17001,8267,8734,0.7413,0.984,0.2072,5691,19,2008-09-26
17030,9556,7474,0.7393,1,0.1506,5691,22,2008-09-29
16529,7635,8894,0.7342,0.8666,0.1506,5698,18,2008-09-30
16553,5480,11073,0.7272,0.9319,0.1608,5705,14,2008-10-01
16594,5705,10889,0.7204,1.0028,0.1583,5708,14,2008-10-02
16443,5372,11072,0.715,0.9071,0.1583,5712,13,2008-10-03
16097,5166,10931,0.707,0.8609,0.1583,5715,13,2008-10-06
16074,4865,11209,0.6954,0.9018,0.1583,5719,12,2008-10-07
15649,2040,13609,0.6823,0.8705,0.1583,5730,4,2008-10-08
15724,3539,12185,0.6744,1,0.0982,5730,7,2008-10-09
15171,2552,12619,0.666,0.8882,0.0982,5733,5,2008-10-10
15839,2220,13618,0.6625,1.0058,0.1197,5735,3,2008-10-13
15817,1065,14752,0.6679,1.2748,0.1911,5736,2,2008-10-14
15740,988,14752,0.6769,1,0.2047,5736,2,2008-10-15
15666,914,14752,0.6856,1,0.1955,5736,2,2008-10-16
15676,404,15272,0.6841,0.9543,0.1807,5737,1,2008-10-17
15676,1926,13750,0.6781,0.8708,0.1807,5738,2,2008-10-20
15625,3526,12100,0.6721,1,0.1834,5738,5,2008-10-21
15563,4897,10665,0.6677,1,0.1727,5738,8,2008-10-22
15422,5071,10351,0.6681,1.0117,0.2085,5740,9,2008-10-23
15024,5378,9645,0.6617,0.8046,0.2085,5742,10,2008-10-24
15173,6833,8340,0.6554,1,0.2233,5742,13,2008-10-27
15264,4929,10336,0.6472,0.9574,0.254,5749,9,2008-10-28
15698,7030,8669,0.6457,1,0.2608,5749,12,2008-10-29
15918,6530,9389,0.6464,1.0634,0.3322,5753,11,2008-10-30
15910,7938,7972,0.6486,1.0034,0.3679,5754,13,2008-10-31
16015,9902,6113,0.6508,1,0.3228,5754,16,2008-11-03
16158,11308,4850,0.6509,1,0.3322,5754,19,2008-11-04
16131,12282,3849,0.6509,1,0.3413,5754,22,2008-11-05
15543,12246,3297,0.6509,1,0.3657,5754,24,2008-11-06
15193,12398,2795,0.6509,1,0.3918,5754,26,2008-11-07
15580,13466,2113,0.6509,1,0.4069,5754,29,2008-11-10
14906,12665,2241,0.6483,0.921,0.3938,5757,29,2008-11-11
14493,10466,4027,0.6419,0.8933,0.367,5765,24,2008-11-12
14258,7577,6681,0.6321,0.9064,0.3735,5776,16,2008-11-13
14587,4385,10202,0.6242,0.9733,0.386,5789,6,2008-11-14
14430,4361,10070,0.618,0.9389,0.3554,5793,5,2008-11-17
14364,5729,8635,0.6128,0.9361,0.3373,5794,7,2008-11-18
14385,6125,8260,0.609,1.0136,0.3016,5796,8,2008-11-19
13974,5460,8515,0.6035,0.8873,0.2302,5799,8,2008-11-20
13770,2976,10793,0.5988,0.9632,0.2158,5805,5,2008-11-21
13999,4505,9494,0.5937,1,0.2081,5805,8,2008-11-24
14270,4878,9392,0.5969,1.1333,0.2558,5807,9,2008-11-25
14128,6136,7992,0.6012,1,0.2497,5807,12,2008-11-26
14289,6935,7354,0.607,1.0459,0.295,5808,14,2008-11-28
14314,7939,6375,0.6077,0.9745,0.2671,5809,16,2008-12-01
13975,8283,5691,0.6042,0.8756,0.2671,5810,18,2008-12-02
13991,9185,4806,0.599,1,0.2772,5810,21,2008-12-03
14256,10218,4037,0.5948,1,0.2905,5810,24,2008-12-04
14080,10701,3379,0.5948,1,0.2838,5810,27,2008-12-05
14995,12171,2824,0.5948,1,0.3041,5810,30,2008-12-08
14991,11537,3453,0.607,1.3893,0.3755,5812,31,2008-12-09
15023,11132,3892,0.6186,0.981,0.3636,5815,31,2008-12-10
14963,11930,3033,0.6303,1,0.3896,5815,34,2008-12-11
14197,10425,3772,0.6283,0.9598,0.3776,5820,32,2008-12-12
14970,10935,4035,0.627,1.0032,0.3801,5824,31,2008-12-15
14763,11059,3704,0.6229,0.9145,0.3087,5826,32,2008-12-16
15188,11023,4165,0.6241,1.1183,0.3618,5829,32,2008-12-17
15412,11263,4149,0.6247,0.9858,0.3142,5832,32,2008-12-18
15290,11702,3588,0.6197,0.75,0.3142,5833,34,2008-12-19
15081,10947,4134,0.6078,0.9269,0.3142,5838,32,2008-12-22
14734,10406,4328,0.5993,1.0791,0.3427,5841,32,2008-12-23
14525,10153,4371,0.5972,0.9331,0.3408,5845,31,2008-12-24
14557,10055,4502,0.5956,0.9378,0.3201,5849,30,2008-12-26
14594,9862,4731,0.593,1.0524,0.3534,5853,29,2008-12-29
14538,10486,4052,0.5922,0.9871,0.2819,5854,31,2008-12-30
14863,11222,3641,0.5924,0.9664,0.2581,5855,33,2008-12-31
15034,10320,4714,0.5905,0.9893,0.2679,5861,30,2009-01-02
15258,10262,4995,0.5916,1.0794,0.3393,5864,30,2009-01-05
15340,11333,4007,0.5939,1,0.3457,5864,33,2009-01-06
15313,10834,4480,0.6036,1.226,0.4171,5868,32,2009-01-07
15056,11437,3619,0.6098,0.9657,0.3457,5869,34,2009-01-08
15211,12314,2896,0.616,1,0.3465,5869,37,2009-01-09
14851,12243,2607,0.6118,0.9099,0.3465,5871,38,2009-01-12
14322,11412,2911,0.6071,0.9538,0.3465,5874,38,2009-01-13
14245,10142,4103,0.5992,0.9076,0.2989,5882,33,2009-01-14
14008,8078,5930,0.5944,0.9979,0.3096,5892,26,2009-01-15
14254,7031,7223,0.5884,0.9217,0.3311,5902,19,2009-01-16
14082,7467,6615,0.5942,1.2571,0.3132,5904,20,2009-01-20
13856,6212,7645,0.5976,0.9255,0.34,5912,15,2009-01-21
13892,5841,8051,0.6027,0.976,0.3543,5917,13,2009-01-22
13885,7231,6653,0.5973,0.9408,0.3186,5918,15,2009-01-23
14020,7654,6366,0.5962,1.0503,0.3186,5920,16,2009-01-26
14095,8551,5543,0.5977,1.0546,0.3658,5921,18,2009-01-27
14294,9046,5248,0.6021,1.028,0.3658,5923,19,2009-01-28
14193,9199,4994,0.6093,1.1424,0.4372,5925,20,2009-01-29
14231,10190,4041,0.6153,1.0155,0.4839,5926,22,2009-01-30
13952,10627,3325,0.6188,0.9474,0.4839,5928,23,2009-02-02
14092,11738,2355,0.6175,1,0.5185,5928,26,2009-02-03
14237,10040,4197,0.616,1.0065,0.5631,5936,21,2009-02-04
14184,10506,3678,0.6152,0.971,0.5584,5939,21,2009-02-05
14525,10526,3999,0.6161,1.0502,0.5905,5943,20,2009-02-06
14891,11687,3204,0.6222,1.1677,0.6262,5945,21,2009-02-09
14847,11469,3378,0.6327,1.1139,0.653,5949,20,2009-02-10
14434,12426,2008,0.6417,1,0.6854,5949,23,2009-02-11
14246,12462,1784,0.6453,0.9958,0.6854,5951,24,2009-02-12
14444,12463,1980,0.6452,1.0,0.6616,5954,24,2009-02-13
13952,11713,2239,0.6432,0.9464,0.5901,5958,23,2009-02-17
13776,10670,3106,0.638,0.8998,0.533,5963,21,2009-02-18
13813,9917,3896,0.63,0.9251,0.4616,5969,18,2009-02-19
13330,8406,4924,0.6217,0.9344,0.402,5975,15,2009-02-20
13517,8832,4685,0.6166,0.9939,0.4497,5978,15,2009-02-23
13232,8316,4916,0.6122,0.9408,0.4151,5982,14,2009-02-24
13559,7496,6063,0.6097,0.9912,0.3847,5987,12,2009-02-25
13643,8367,5276,0.6072,0.9947,0.3609,5988,14,2009-02-26
13269,9130,4140,0.6067,1,0.3331,5988,17,2009-02-27
13194,8881,4313,0.6034,0.9069,0.2855,5991,17,2009-03-02
13102,9044,4058,0.5958,0.8741,0.2319,5992,19,2009-03-03
13102,7665,5437,0.5863,0.9463,0.1853,5996,18,2009-03-04
12999,7632,5368,0.5767,0.9056,0.1853,5997,20,2009-03-05
12947,7055,5892,0.5685,0.9126,0.1377,6001,19,2009-03-06
12705,6518,6187,0.5585,0.8957,0.1377,6004,19,2009-03-09
12943,5190,7753,0.5505,0.9605,0.154,6011,15,2009-03-10
13099,4638,8461,0.547,1.0401,0.2254,6015,14,2009-03-11
13096,5424,7672,0.5465,0.9864,0.2135,6016,16,2009-03-12
13342,6202,7140,0.551,1.1093,0.2373,6017,18,2009-03-13
13351,6880,6471,0.5562,1.0657,0.3088,6018,20,2009-03-16
13105,7740,5365,0.5619,1,0.3165,6018,23,2009-03-17
13362,8931,4431,0.564,1,0.3392,6018,26,2009-03-18
14114,9876,4238,0.5958,2.1215,0.3848,6019,28,2009-03-19
13997,10710,3287,0.6276,1,0.3885,6019,31,2009-03-20
13907,11385,2522,0.6593,1,0.4162,6019,34,2009-03-23
14236,11953,2283,0.6614,1.0641,0.4877,6021,35,2009-03-24
14371,12590,1780,0.6636,1.0,0.4877,6022,37,2009-03-25
14430,13035,1394,0.6653,0.9881,0.4877,6023,39,2009-03-26
14474,12650,1824,0.6678,1.0878,0.5591,6027,38,2009-03-27
14118,12395,1722,0.6686,0.9489,0.5285,6030,38,2009-03-30
14075,12949,1126,0.6698,1,0.4948,6030,41,2009-03-31
13853,12280,1573,0.6699,1.053,0.5305,6032,42,2009-04-01
14535,12541,1994,0.6715,0.9963,0.5067,6038,39,2009-04-02
14834,13027,1807,0.6761,1.0909,0.5067,6040,40,2009-04-03
14901,12359,2542,0.6845,1.1756,0.5561,6045,38,2009-04-06
14784,12728,2056,0.6924,0.9817,0.5692,6047,39,2009-04-07
14712,13277,1435,0.6968,0.9784,0.4977,6048,41,2009-04-08
15174,13942,1232,0.6973,1.0541,0.5417,6049,43,2009-04-09
15357,13254,2104,0.7008,1.0727,0.5854,6056,39,2009-04-13
15294,13496,1798,0.709,1.1315,0.5854,6059,39,2009-04-14
15058,12540,2519,0.7169,1.043,0.6262,6066,35,2009-04-15
15411,13872,1539,0.7219,0.9767,0.6262,6067,37,2009-04-16
15685,13264,2422,0.7258,1.1008,0.6262,6073,34,2009-04-17
15536,12645,2891,0.7319,1.1117,0.6738,6079,31,2009-04-20
14959,13480,1478,0.7388,1,0.6842,6079,34,2009-04-21
15439,13741,1698,0.7424,1.0004,0.677,6084,32,2009-04-22
16087,14706,1381,0.7447,1.0675,0.7008,6088,31,2009-04-23
16319,14859,1461,0.752,1.1595,0.7008,6091,31,2009-04-24
16342,14537,1805,0.7622,1.0957,0.6651,6095,30,2009-04-27
16255,14849,1406,0.7705,1.0046,0.6651,6097,31,2009-04-28
16201,13951,2250,0.7771,1.1038,0.7247,6103,28,2009-04-29
16811,14403,2407,0.7824,1.0544,0.7104,6108,26,2009-04-30
16806,13533,3273,0.7933,1.187,0.7014,6116,21,2009-05-01
16892,15100,1791,0.7973,0.8837,0.6657,6118,22,2009-05-04
17297,12079,5218,0.8036,1.1241,0.6908,6131,12,2009-05-05
17492,15139,2353,0.8039,1,0.7402,6131,15,2009-05-06
17577,16196,1381,0.8091,1.0369,0.7402,6132,17,2009-05-07
16972,15764,1208,0.8095,0.9738,0.7283,6134,18,2009-05-08
16982,16459,523,0.8098,1,0.7322,6134,21,2009-05-11
17035,15915,1120,0.8098,1.0253,0.7512,6137,21,2009-05-12
16383,15099,1284,0.8091,0.953,0.7274,6140,21,2009-05-13
15664,14175,1489,0.8065,0.9465,0.6798,6143,21,2009-05-14
15971,13934,2037,0.8007,0.9318,0.6441,6146,21,2009-05-15
15917,13389,2528,0.7953,0.9629,0.6262,6150,20,2009-05-18
16414,14475,1939,0.7898,0.9453,0.5667,6153,20,2009-05-19
16840,12364,4477,0.7918,1.1519,0.5453,6161,15,2009-05-20
16354,12006,4349,0.7948,0.9942,0.5006,6165,14,2009-05-21
16418,12208,4210,0.7998,1.0089,0.5125,6168,14,2009-05-22
16202,13705,2498,0.8,1,0.4832,6168,17,2009-05-26
16706,13659,3047,0.801,1.0222,0.4815,6171,17,2009-05-27
16385,14454,1931,0.8017,1,0.4445,6171,20,2009-05-28
16839,14633,2206,0.8015,0.9718,0.4445,6173,21,2009-05-29
17474,15574,1900,0.8037,1.0928,0.4639,6174,23,2009-06-01
17712,11838,5873,0.8089,1.0974,0.4805,6184,16,2009-06-02
17687,13281,4406,0.8157,1.0197,0.4686,6186,17,2009-06-03
17595,14829,2767,0.8195,1,0.4783,6186,20,2009-06-04
18048,15871,2177,0.8262,1.1897,0.5497,6187,22,2009-06-05
17650,16403,1247,0.8324,1,0.5711,6187,25,2009-06-08
17817,16927,891,0.838,0.983,0.5711,6188,27,2009-06-09
17987,16772,1215,0.8379,1.0136,0.589,6192,26,2009-06-10
17744,15876,1868,0.8375,0.9936,0.5949,6195,26,2009-06-11
17781,16049,1732,0.8366,0.9642,0.5711,6198,26,2009-06-12
17394,16297,1097,0.8324,0.9188,0.5345,6199,28,2009-06-15
17320,15031,2289,0.8256,0.9207,0.4869,6204,26,2009-06-16
16891,13659,3232,0.8187,0.961,0.4729,6211,22,2009-06-17
16959,11542,5418,0.8157,1.0282,0.478,6218,18,2009-06-18
17164,11064,6100,0.8155,1.0057,0.4423,6226,13,2009-06-19
16864,11055,5810,0.816,0.9818,0.378,6229,13,2009-06-22
16661,9046,7615,0.8137,0.9438,0.3423,6236,9,2009-06-23
16621,10302,6319,0.8106,0.9827,0.3088,6238,10,2009-06-24
16578,10948,5630,0.8082,1.0021,0.3088,6239,12,2009-06-25
16809,12516,4293,0.8077,1,0.2916,6239,15,2009-06-26
16825,13514,3311,0.8078,1,0.3124,6239,18,2009-06-29
16981,12665,4315,0.8083,1.0144,0.3303,6243,17,2009-06-30
16969,13161,3808,0.8088,1.0013,0.3779,6244,19,2009-07-01
16906,11820,5086,0.8098,1.0144,0.4255,6248,18,2009-07-02
16642,13251,3391,0.8103,1,0.4559,6248,21,2009-07-06
16794,13535,3259,0.8117,1.0277,0.5274,6251,21,2009-07-07
16549,13746,2802,0.8108,0.9461,0.507,6254,21,2009-07-08
16438,12756,3682,0.8077,0.9334,0.4661,6260,18,2009-07-09
16304,11567,4737,0.8029,0.9796,0.4304,6265,16,2009-07-10
16764,11571,5193,0.7994,0.984,0.4304,6269,15,2009-07-13
17218,11592,5627,0.7985,1.0118,0.5019,6274,13,2009-07-14
17190,13791,3398,0.7984,1,0.5377,6274,16,2009-07-15
17111,13724,3387,0.7989,1.0034,0.5139,6277,16,2009-07-16
17098,13678,3420,0.7994,1.0121,0.5395,6280,16,2009-07-17
17239,13629,3610,0.8007,1.0223,0.5901,6283,16,2009-07-20
17328,15391,1937,0.8018,1,0.5608,6283,19,2009-07-21
17107,14934,2173,0.8109,1.2642,0.5608,6285,20,2009-07-22
17259,15328,1932,0.8192,0.993,0.5251,6287,21,2009-07-23
17526,14714,2812,0.8284,1.0343,0.5482,6291,20,2009-07-24
17693,16145,1548,0.8293,1,0.516,6291,23,2009-07-27
17885,12900,4985,0.8317,1.0362,0.5802,6301,16,2009-07-28
17921,13314,4607,0.836,1.0981,0.6338,6305,15,2009-07-29
18105,15663,2442,0.8429,1.0788,0.7052,6306,17,2009-07-30
18113,16039,2074,0.8496,1.0313,0.7529,6309,17,2009-07-31
18302,16617,1685,0.8539,1.0215,0.7529,6311,18,2009-08-03
18315,16030,2285,0.8572,1.0479,0.7884,6315,17,2009-08-04
18290,16707,1583,0.8586,0.9745,0.7408,6317,18,2009-08-05
18228,16286,1942,0.8606,1.0379,0.7646,6321,17,2009-08-06
18202,15964,2238,0.8604,0.9818,0.6932,6325,16,2009-08-07
18253,16453,1800,0.8647,1.1105,0.7225,6327,17,2009-08-10
18255,15650,2605,0.8674,0.9891,0.6796,6332,15,2009-08-11
18218,15304,2914,0.8706,0.9991,0.6975,6336,14,2009-08-12
18486,15313,3174,0.8709,1.0192,0.6796,6340,13,2009-08-13
18541,15613,2928,0.872,1.0155,0.7119,6343,13,2009-08-14
18143,15146,2997,0.8729,0.9917,0.6655,6347,12,2009-08-17
18120,16847,1273,0.8731,1,0.6594,6347,15,2009-08-18
18041,15696,2345,0.8722,0.9821,0.6059,6351,14,2009-08-19
18337,15262,3074,0.8722,1.0174,0.594,6355,13,2009-08-20
18745,17257,1488,0.8722,1,0.565,6355,16,2009-08-21
18959,16360,2600,0.8761,1.1033,0.565,6358,16,2009-08-24
18898,16539,2359,0.8805,1.031,0.6364,6361,16,2009-08-25
18993,16269,2724,0.8865,1.0517,0.6185,6365,15,2009-08-26
18961,17368,1592,0.8897,1.0154,0.69,6366,17,2009-08-27
19158,18097,1061,0.8926,1.0197,0.69,6367,19,2009-08-28
18953,18486,467,0.8937,1,0.7107,6367,22,2009-08-31
18918,17854,1065,0.8951,1.0205,0.7285,6371,21,2009-09-01
18402,16398,2004,0.8948,0.9703,0.7071,6376,19,2009-09-02
18620,17745,875,0.8934,0.9698,0.6357,6377,21,2009-09-03
18785,17190,1595,0.8915,1.0031,0.6654,6380,21,2009-09-04
19130,17523,1607,0.891,1.0127,0.6536,6382,22,2009-09-08
19071,16482,2589,0.8923,1.0214,0.7072,6386,21,2009-09-09
19419,15064,4355,0.8947,1.0409,0.7429,6397,13,2009-09-10
19560,16373,3188,0.8991,1.0707,0.7362,6401,12,2009-09-11
19455,16535,2921,0.9042,1.0456,0.7183,6405,11,2009-09-14
19877,18608,1269,0.9075,0.9836,0.6469,6406,13,2009-09-15
19992,17101,2892,0.9094,1.0295,0.6648,6410,12,2009-09-16
20407,16101,4306,0.9121,1.0674,0.6648,6416,9,2009-09-17
20480,17890,2590,0.9157,1.0147,0.6648,6417,11,2009-09-18
20275,16411,3863,0.9189,1.0158,0.6869,6421,10,2009-09-21
20483,17512,2972,0.9204,1.0147,0.6512,6423,11,2009-09-22
20554,17091,3463,0.9223,1.0264,0.6845,6426,11,2009-09-23
20436,18187,2248,0.9231,0.9825,0.7202,6428,12,2009-09-24
19946,18518,1428,0.922,0.9584,0.6726,6429,14,2009-09-25
19827,18020,1807,0.9171,0.916,0.6369,6431,15,2009-09-28
20157,16263,3894,0.9119,0.9727,0.6131,6437,12,2009-09-29
20098,17924,2174,0.9097,1.0463,0.6131,6438,14,2009-09-30
19868,16281,3588,0.9096,0.9793,0.5952,6442,13,2009-10-01
18936,12641,6296,0.9077,0.9184,0.5417,6451,7,2009-10-02
19190,12778,6412,0.9038,0.9862,0.5595,6455,6,2009-10-05
19267,16026,3241,0.9006,1,0.5281,6455,9,2009-10-06
19348,16552,2796,0.9005,1.0109,0.5281,6456,11,2009-10-07
19471,14570,4901,0.9014,1.0174,0.5281,6461,9,2009-10-08
19582,15625,3956,0.9028,1.0138,0.5281,6463,10,2009-10-09
19816,14605,5211,0.9055,1.051,0.54,6466,10,2009-10-12
19634,15573,4061,0.9076,0.9973,0.5281,6468,11,2009-10-13
19757,17586,2171,0.9092,1,0.5301,6468,14,2009-10-14
19837,17286,2551,0.9099,1.0253,0.6015,6470,15,2009-10-15
19811,17031,2780,0.9121,1.0424,0.6729,6472,16,2009-10-16
19863,18502,1361,0.9145,1.0027,0.6967,6473,18,2009-10-19
20031,18483,1548,0.9161,1.0057,0.6729,6476,18,2009-10-20
19879,18968,911,0.9149,0.9546,0.6551,6477,20,2009-10-21
19777,19342,435,0.9136,1,0.7019,6477,23,2009-10-22
19964,19316,647,0.9131,1.031,0.7554,6479,24,2009-10-23
19696,18718,978,0.9126,0.9561,0.7155,6481,25,2009-10-26
19575,17919,1656,0.9117,0.9843,0.6619,6485,24,2009-10-27
19418,16502,2916,0.9087,0.9717,0.5994,6493,19,2009-10-28
19285,16184,3101,0.9057,0.9546,0.528,6499,16,2009-10-29
19506,16375,3131,0.9032,0.9996,0.5042,6502,16,2009-10-30
19078,15053,4025,0.9012,0.988,0.4863,6506,15,2009-11-02
19182,13557,5625,0.9006,0.9939,0.4724,6512,12,2009-11-03
19410,12958,6452,0.9004,1.0116,0.4724,6516,11,2009-11-04
19487,15149,4338,0.9009,1.0104,0.4724,6517,13,2009-11-05
19676,16524,3152,0.9032,1.0472,0.4724,6518,15,2009-11-06
19871,15498,4373,0.9061,1.0312,0.4962,6521,15,2009-11-09
19941,15604,4337,0.9098,1.0325,0.5676,6524,15,2009-11-10
20108,14064,6044,0.9135,1.0501,0.5923,6531,11,2009-11-11
20040,16493,3547,0.9169,1.0219,0.5923,6533,12,2009-11-12
20010,17322,2688,0.9193,0.9996,0.5923,6534,14,2009-11-13
20282,17732,2550,0.9208,1.0243,0.6458,6537,14,2009-11-16
20446,15613,4833,0.9226,1.03,0.7083,6543,11,2009-11-17
20472,17523,2949,0.9252,1.0271,0.7798,6546,11,2009-11-18
20423,19514,909,0.9271,1,0.8116,6546,14,2009-11-19
20186,19912,273,0.928,1,0.8518,6546,17,2009-11-20
20453,19898,556,0.9273,0.9768,0.828,6548,18,2009-11-23
20535,18435,2101,0.9268,1.009,0.8178,6555,14,2009-11-24
20690,19687,1002,0.9262,0.998,0.782,6557,15,2009-11-25
20269,18184,2085,0.9262,0.9923,0.7392,6562,13,2009-11-27
20372,18945,1427,0.925,0.9726,0.6678,6564,14,2009-11-30
20656,19268,1389,0.9238,1.0,0.632,6566,15,2009-12-01
20669,19622,1047,0.9232,1.0111,0.632,6567,17,2009-12-02
20680,19291,1389,0.9245,1.028,0.632,6571,16,2009-12-03
20441,17678,2763,0.9257,0.9975,0.6678,6575,15,2009-12-04
20263,17833,2430,0.926,0.9832,0.5963,6577,16,2009-12-07
20142,17323,2818,0.9245,0.9735,0.5487,6580,16,2009-12-08
20043,18617,1425,0.9231,1,0.5165,6580,19,2009-12-09
20078,19029,1049,0.9213,0.9757,0.4608,6581,21,2009-12-10
20220,14880,5341,0.9202,0.9902,0.4296,6589,16,2009-12-11
20276,13844,6432,0.919,0.9993,0.4582,6594,14,2009-12-14
20312,14312,6000,0.9193,1.019,0.4684,6599,12,2009-12-15
20314,16815,3499,0.9199,1,0.4661,6599,15,2009-12-16
20181,15924,4258,0.9207,1.0059,0.4851,6602,15,2009-12-17
20129,16715,3414,0.9205,0.9874,0.4851,6604,16,2009-12-18
20208,16485,3723,0.9201,0.9927,0.4732,6607,16,2009-12-21
20273,14529,5744,0.9192,0.9931,0.4494,6613,13,2009-12-22
20308,15152,5156,0.919,1.0094,0.4137,6615,14,2009-12-23
20455,14053,6402,0.9195,1.0137,0.4316,6619,13,2009-12-24
20528,13777,6750,0.9209,1.0192,0.503,6623,12,2009-12-28
20490,16529,3961,0.9215,0.9838,0.4792,6624,14,2009-12-29
20350,18082,2268,0.9216,1,0.4742,6624,17,2009-12-30
20447,18323,2124,0.9209,0.9957,0.5099,6626,18,2009-12-31
20325,16698,3627,0.9203,0.9871,0.501,6630,17,2010-01-04
20324,17716,2609,0.9193,0.9877,0.4724,6631,19,2010-01-05
20312,17857,2455,0.9197,1.0358,0.4724,6633,20,2010-01-06
20282,17364,2918,0.9197,0.9755,0.439,6636,20,2010-01-07
